,Titles,Year,Model,Make,Colour,Style,Condition,Price,Mileages,Dealer,City,Province,Posting Link,Image Link
37,"Used 2009 BMW 5 Series 528i xDrive for sale in North York, ON",2009,2009 BMW 5 Series,BMW,Blue,Sedan,Used,9950,217611.0,Vision Fine Cars,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2009-bmw-5-series-10788270/,https://images.carpages.ca/inventory/10788270.387767589?w=320&h=240&q=75&s=2dea74d8f4d13e552308dcd084c7f04d
38,"Used 2016 Honda Accord LX w/Honda Sensing 2.4L/NO ACCIDENTS/CERTIFIED for sale in Cambridge, ON",2016,2016 Honda Accord,Honda,Black,Sedan,Used,21490,98000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2016-honda-accord-10788252/,https://images.carpages.ca/inventory/10788252.387767802?w=320&h=240&q=75&s=02d02b8b2b0839dade79444e1c20ef0d
39,"Used 2020 Toyota Corolla SE 2L/NO ACCIDENTS/SUNROOF/CERTIFIED for sale in Cambridge, ON",2020,2020 Toyota Corolla,Toyota,Blue,Sedan,Used,21490,167000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2020-toyota-corolla-10788249/,https://images.carpages.ca/inventory/10788249.387767076?w=320&h=240&q=75&s=9dfc5c85306ed54f75dddf995a114d24
40,"Used 2018 Chevrolet Malibu PREMIER 1.5T/ONE OWNER/PANORAMIC SUNROOF/CERTIFIED for sale in Cambridge, ON",2018,2018 Chevrolet Malibu,Chevrolet,Silver,Sedan,Used,18990,139000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2018-chevrolet-malibu-10788246/,https://images.carpages.ca/inventory/10788246.387766974?w=320&h=240&q=75&s=7621a67db7f179714e40a4d7c61bd134
41,"Used 2019 Chevrolet Impala LT 2.5L/ONE OWNER/NO ACCIDENTS/CERTIFIED for sale in Cambridge, ON",2019,2019 Chevrolet Impala,Chevrolet,Black,Sedan,Used,18990,159000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2019-chevrolet-impala-10788240/,https://images.carpages.ca/inventory/10788240.387766746?w=320&h=240&q=75&s=271c8c6a863a0be903892a1c4dcec543
42,"Used 2018 Chevrolet Malibu PREMIER 1.5T/ONE OWNER/NO ACCIDENTS/CERTIFIED for sale in Cambridge, ON",2018,2018 Chevrolet Malibu,Chevrolet,Silver,Sedan,Used,18790,155000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2018-chevrolet-malibu-10788234/,https://images.carpages.ca/inventory/10788234.387766626?w=320&h=240&q=75&s=95bb42e8722cb05777291772a306a2cf
43,"Used 2014 Honda Accord EX-L 2.4L/ONE OWNER/SUNROOF/POWER SEATS/CERTIFIED for sale in Cambridge, ON",2014,2014 Honda Accord,Honda,White,Sedan,Used,15990,192000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2014-honda-accord-10788219/,https://images.carpages.ca/inventory/10788219.387766263?w=320&h=240&q=75&s=24b5db25cd472566780e8233e93ee722
44,"Used 2015 Hyundai Elantra GL 1.8L/LOW KMS/ONE OWNER/NO ACCIDENTS/CERTIFIED for sale in Cambridge, ON",2015,2015 Hyundai Elantra,Hyundai,Red,Sedan,Used,15990,56000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2015-hyundai-elantra-10788162/,https://images.carpages.ca/inventory/10788162.387766125?w=320&h=240&q=75&s=d0a552b951b69d819b503f033183d391
45,"Used 2016 Honda Civic EX 2L/SUNROOF/NO ACCIDENTS/WARRANTY/CERTIFIED for sale in Cambridge, ON",2016,2016 Honda Civic,Honda,Black,Sedan,Used,15490,193000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2016-honda-civic-10788159/,https://images.carpages.ca/inventory/10788159.387766053?w=320&h=240&q=75&s=e5b475b5c50dbde51e743f7a3fcf7787
46,"Used 2015 Hyundai Elantra GL 1.8L/LOW KILOMETERS/NO ACCIDENTS/CERTIFIED for sale in Cambridge, ON",2015,2015 Hyundai Elantra,Hyundai,White,Sedan,Used,14990,89000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2015-hyundai-elantra-10788153/,https://images.carpages.ca/inventory/10788153.387765846?w=320&h=240&q=75&s=87440314a9e2cb0ce7fda2c42223bb92
47,"Used 2016 Nissan Micra SV 1.6L/2 SETS OF TIRES/FULLY LOADED/CERTIFIED for sale in Cambridge, ON",2016,2016 Nissan Micra,Nissan,White,Sedan,Used,14490,77000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2016-nissan-micra-10788132/,https://images.carpages.ca/inventory/10788132.387765633?w=320&h=240&q=75&s=7f1f4533cc1ea45c7c99cd4372df5ef5
48,"Used 2016 Cadillac ATS Sedan Luxury for sale in Calgary, AB",2016,2016 Cadillac ATS,Cadillac,Black,Sedan,Used,13000,139236.0,Regal Auctions Ltd.,Calgary,AB,https://www.carpages.ca/used-cars/alberta/calgary/2016-cadillac-ats-10788126/,https://images.carpages.ca/inventory/10788126.387922365?w=320&h=240&q=75&s=322c8ccf6ca44225dc112040111a7dcd
49,"Used 2021 Chrysler 300 S for sale in Calgary, AB",2021,2021 Chrysler 300,Chrysler,Grey,Sedan,Used,34300,40176.0,Regal Auctions Ltd.,Calgary,AB,https://www.carpages.ca/used-cars/alberta/calgary/2021-chrysler-300-10788105/,https://images.carpages.ca/inventory/10788105.387921453?w=320&h=240&q=75&s=6a7ccf58c4a6bb3be88c03684ce33c94
0,"Used 2019 Subaru WRX STI MANUAL - APPLE CARPLAY|CAMERA|HEATED SEAT for sale in North York, ON",2019,2019 Subaru WRX STI,Subaru,Black,Sedan,Used,37895,79000.0,Monaco Motorcars Inc,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2019-subaru-wrx-sti-10788018/,https://images.carpages.ca/inventory/10788018.387763374?w=320&h=240&q=75&s=b8cd66c3a5a3c8782422bdd34d498d66
1,"Used 2010 Dodge Charger 4dr Sdn SE RWD for sale in Sarnia, ON",2010,2010 Dodge Charger,Dodge,Red,Sedan,Used,9495,114071.0,Lynmar Auto Sales,Sarnia,ON,https://www.carpages.ca/used-cars/ontario/sarnia/2010-dodge-charger-10787970/,https://images.carpages.ca/inventory/10787970.387762552?w=320&h=240&q=75&s=844e2d700eb158beb91eab0fec61310c
2,"Used 2009 Volkswagen City Jetta 4dr Sdn Auto for sale in Calgary, AB",2009,2009 Volkswagen City Jetta,Volkswagen,Black,Sedan,Used,3200,273241.0,JJ Auto Sales & Services Ltd,Calgary,AB,https://www.carpages.ca/used-cars/alberta/calgary/2009-volkswagen-city-jetta-10787967/,https://images.carpages.ca/inventory/10787967.387762516?w=320&h=240&q=75&s=e0f3f17ddef11363b2b99fcef79f95da
3,"Used 2011 Chevrolet Malibu  for sale in Kitchener, ON",2011,2011 Chevrolet Malibu,Chevrolet,,Sedan,Used,8495,150013.0,AutoSmarto,Kitchener,ON,https://www.carpages.ca/used-cars/ontario/kitchener/2011-chevrolet-malibu-10787958/,https://images.carpages.ca/inventory/10787958.387762357?w=320&h=240&q=75&s=900a2d738bb43f44f7a17325c9096455
4,"Used 2011 Mercedes-Benz C-Class C 350 4MATIC for sale in Brantford, ON",2011,2011 Mercedes-Benz C-Class,Mercedes-Benz,White,Sedan,Used,14988,126630.0,Munro Motors,Brantford,ON,https://www.carpages.ca/used-cars/ontario/brantford/2011-mercedes-benz-c-class-10787949/,https://images.carpages.ca/inventory/10787949.387761442?w=320&h=240&q=75&s=482c5a15f7a82d8e059177a62557bfbb
5,"Used 2014 MINI Cooper Countryman AUTO-LEATHER-POWER SUNROOF for sale in Oshawa, ON",2014,2014 MINI Cooper Countryman,MINI,Crimson Red,Sedan,Used,9989,145868.0,R.E.R. Automobiles Ltd,Oshawa,ON,https://www.carpages.ca/used-cars/ontario/oshawa/2014-mini-cooper-countryman-10787940/,https://images.carpages.ca/inventory/10787940.387760692?w=320&h=240&q=75&s=1cbd709e74d69107119db7b709676922
6,"Used 2008 Audi A6 4dr Sdn 3.2L for sale in Etobicoke, ON",2008,2008 Audi A6,Audi,Black,Sedan,Used,5800,174099.0,1st Auto Group,Etobicoke,ON,https://www.carpages.ca/used-cars/ontario/etobicoke/2008-audi-a6-10787898/,https://images.carpages.ca/inventory/10787898.387759174?w=320&h=240&q=75&s=803dec3b10a9fa688477c49aad85d8d2
7,"Used 2016 Mitsubishi Lancer ES for sale in Ottawa, ON",2016,2016 Mitsubishi Lancer,Mitsubishi,White,Sedan,Used,18900,36638.0,GO2 Auto,Ottawa,ON,https://www.carpages.ca/used-cars/ontario/ottawa/2016-mitsubishi-lancer-10787868/,https://images.carpages.ca/inventory/10787868.387895728?w=320&h=240&q=75&s=a1b65966a165031d5f7f4d5b9ea521c7
8,"Used 2021 Kia K5 EX for sale in Charlottetown, PE",2021,2021 Kia K5,Kia,White,Sedan,Used,25995,83934.0,Discover Kia,Charlottetown,PE,https://www.carpages.ca/used-cars/prince-edward-island/charlottetown/2021-kia-k5-10787856/,https://images.carpages.ca/inventory/10787856.387784521?w=320&h=240&q=75&s=dfaf0e72796c805e6cb5f483fe8d4c52
9,"Used 2020 Hyundai Elantra Limited for sale in Truro, NS",2020,2020 Hyundai Elantra,Hyundai,Blue,Sedan,Used,23900,38000.0,Scammell Auto Limited,Truro,NS,https://www.carpages.ca/used-cars/nova-scotia/truro/2020-hyundai-elantra-10787841/,https://images.carpages.ca/inventory/10787841.387758142?w=320&h=240&q=75&s=066886565bfd3d1276b6534c9256e312
10,"Used 2014 Hyundai Elantra GT GL for sale in Kitchener, ON",2014,2014 Hyundai Elantra GT,Hyundai,White,Sedan,Used,11495,155594.0,Vendora Credit Inc,Kitchener,ON,https://www.carpages.ca/used-cars/ontario/kitchener/2014-hyundai-elantra-gt-10787826/,https://images.carpages.ca/inventory/10787826.387913563?w=320&h=240&q=75&s=4fc05e6e0cb2b9eb64d03599c3ad1d3c
11,"Used 2000 Honda Accord *SEDAN*AUTO*4 CYLINDER*RELIABLE*AS IS SPECIAL for sale in London, ON",2000,2000 Honda Accord,Honda,Green,Sedan,Used,3995,200150.0,Tiger Auto Sales Ltd.,London,ON,https://www.carpages.ca/used-cars/ontario/london/2000-honda-accord-10787823/,https://images.carpages.ca/inventory/10787823.387757668?w=320&h=240&q=75&s=964c69ba8442dfa7b65810a735988c17
12,"Used 2012 Hyundai Genesis Limited 3.8L RWD Leather Heated-Seats Sunroof for sale in Concord, ON",2012,2012 Hyundai Genesis,Hyundai,Silver,Sedan,Used,14995,146388.0,Manaf Auto Sales,Concord,ON,https://www.carpages.ca/used-cars/ontario/concord/2012-hyundai-genesis-10787808/,https://images.carpages.ca/inventory/10787808.387757077?w=320&h=240&q=75&s=e1e1faa9a5a10d0b1a6d74de807bc088
13,"Used 2014 Hyundai Elantra GT GL for sale in Guelph, ON",2014,2014 Hyundai Elantra GT,Hyundai,White,Sedan,Used,11495,155594.0,Troy's Toys,Guelph,ON,https://www.carpages.ca/used-cars/ontario/guelph/2014-hyundai-elantra-gt-10787781/,https://images.carpages.ca/inventory/10787781.387913311?w=320&h=240&q=75&s=f0ab33c005c805978605daf940f58b09
14,"Used 2015 Cadillac ATS *AWD*LEATHER*SUNROOF*REVCAM*COUPE*PICTURES COMMING for sale in Toronto, ON",2015,2015 Cadillac ATS,Cadillac,Gray,Sedan,Used,13800,195000.0,Weston Motors Inc.,Toronto,ON,https://www.carpages.ca/used-cars/ontario/toronto/2015-cadillac-ats-10787742/,https://images.carpages.ca/inventory/10787742.387755988?w=320&h=240&q=75&s=dc7b7761097b284ee13d72b283b09964
15,"Used 2013 Chrysler 300 TOURING*LEATHER*SUNRROF*SCREEN*CERT for sale in London, ON",2013,2013 Chrysler 300,Chrysler,Black,Sedan,Used,11995,179635.0,Tiger Auto Sales Ltd.,London,ON,https://www.carpages.ca/used-cars/ontario/london/2013-chrysler-300-10787736/,https://images.carpages.ca/inventory/10787736.387755883?w=320&h=240&q=75&s=629c16ebeb3726fb359acd5ab2d4e0b0
16,"Used 2015 BMW 3 Series 328i xDrive  NAVIGATION/LEATHER!! for sale in Barrie, ON",2015,2015 BMW 3 Series,BMW,White,Sedan,Used,19995,158000.0,Eckert Auto Sales,Barrie,ON,https://www.carpages.ca/used-cars/ontario/barrie/2015-bmw-3-series-10787730/,https://images.carpages.ca/inventory/10787730.387755805?w=320&h=240&q=75&s=41f757d7694f94df699b90af9ca2f37c
17,"Used 2011 Mazda MAZDA3 *SEDAN*AUTO*ALLOYS*4 CYLINDER*CERTIFIED for sale in London, ON",2011,2011 Mazda MAZDA3,Mazda,Black,Sedan,Used,7995,204320.0,Tiger Auto Sales Ltd.,London,ON,https://www.carpages.ca/used-cars/ontario/london/2011-mazda-mazda3-10787727/,https://images.carpages.ca/inventory/10787727.387755757?w=320&h=240&q=75&s=7aeab841a96705fd8489ba3a8cdcbe4e
18,"Used 2019 Volkswagen Jetta Highline Auto1.4L Leather HeatedSeats Pano-Sunroof for sale in Concord, ON",2019,2019 Volkswagen Jetta,Volkswagen,White,Sedan,Used,24488,57446.0,Manaf Auto Sales,Concord,ON,https://www.carpages.ca/used-cars/ontario/concord/2019-volkswagen-jetta-10787721/,https://images.carpages.ca/inventory/10787721.387755622?w=320&h=240&q=75&s=4fff9961656b9c5522c204f77940608d
19,"Used 2016 Ford Focus SE for sale in Cobourg, ON",2016,2016 Ford Focus,Ford,Black,Sedan,Used,10299,169686.0,True North Auto Brokers,Cobourg,ON,https://www.carpages.ca/used-cars/ontario/cobourg/2016-ford-focus-10787703/,https://images.carpages.ca/inventory/10787703.387755295?w=320&h=240&q=75&s=1b465e002f4be9201fdb1e9fa0288f7c
20,"Used 2022 BMW M5 Competition for sale in Burnaby, BC",2022,2022 BMW M5,BMW,Frozen Black,Sedan,Used,133888,19900.0,OpenRoad Audi,Burnaby,BC,https://www.carpages.ca/used-cars/british-columbia/burnaby/2022-bmw-m5-10787598/,https://images.carpages.ca/inventory/10787598.387753537?w=320&h=240&q=75&s=91a508e26b94d164e171894f028d68d6
21,"Used 2013 Honda Civic Touring for sale in Caraquet, NB",2013,2013 Honda Civic,Honda,Grey,Sedan,Used,11995,158723.0,Gauvin Auto,Caraquet,NB,https://www.carpages.ca/used-cars/new-brunswick/caraquet/2013-honda-civic-10787586/,https://images.carpages.ca/inventory/10787586.387750810?w=320&h=240&q=75&s=47e92b1ae4fbde73c3e9dc4151aa6653
22,Used 2008 Pontiac G6 ,2008,2008 Pontiac G6,Pontiac,White,Sedan,Used,4999,144821.0,Kelly and Sons Auto,Ajax,ON,https://www.carpages.ca/used-cars/ontario/ajax/2008-pontiac-g6-10787571/,https://images.carpages.ca/inventory/10787571.387746421?w=320&h=240&q=75&s=58d1921fb2572e3bcf1b237a9e7bdef4
23,"Used 2016 Volkswagen Jetta Trendline Plus 1.4T 6sp at w/Tip for sale in Port Moody, BC",2016,2016 Volkswagen Jetta,Volkswagen,White,Sedan,Used,14999,119264.0,OpenRoad Mazda Port Moody,Port Moody,BC,https://www.carpages.ca/used-cars/british-columbia/port-moody/2016-volkswagen-jetta-10787556/,https://images.carpages.ca/inventory/10787556.387877614?w=320&h=240&q=75&s=ee71c1258b9496140ee7b34a82a1f304
24,"Used 2021 Honda Civic Sedan LX CVT for sale in Port Moody, BC",2021,2021 Honda Civic,Honda,Silver,Sedan,Used,26999,41863.0,OpenRoad Mazda Port Moody,Port Moody,BC,https://www.carpages.ca/used-cars/british-columbia/port-moody/2021-honda-civic-10787553/,https://images.carpages.ca/inventory/10787553.387877593?w=320&h=240&q=75&s=936f57a7f7fc57f8922693dfb02be00f
25,"Used 2010 Kia Forte 4dr Sdn Auto EX for sale in Brantford, ON",2010,2010 Kia Forte,Kia,Black,Sedan,Used,5999,210000.0,Right Choice Auto,Brantford,ON,https://www.carpages.ca/used-cars/ontario/brantford/2010-kia-forte-10787550/,https://images.carpages.ca/inventory/10787550.387744723?w=320&h=240&q=75&s=6221c81c5d0a5662d48ec3fdeebbbc69
26,"Used 2020 Honda Civic Sedan EX CVT for sale in Burnaby, BC",2020,2020 Honda Civic,Honda,Platinum White Pearl,Sedan,Used,26980,29012.0,OpenRoad Honda Burnaby,Burnaby,BC,https://www.carpages.ca/used-cars/british-columbia/burnaby/2020-honda-civic-10787517/,https://images.carpages.ca/inventory/10787517.388032990?w=320&h=240&q=75&s=554a735b9dc80942f3a28bb90ba4495c
27,"Used 2013 Kia Rio WE APPROVE ALL CREDIT for sale in London, ON",2013,2013 Kia Rio,Kia,White,Sedan,Used,9800,162000.0,Redline Auto Sales,London,ON,https://www.carpages.ca/used-cars/ontario/london/2013-kia-rio-10787496/,https://images.carpages.ca/inventory/10787496.387737157?w=320&h=240&q=75&s=d607376a265a600eec79543ece6ef1c9
28,"Used 2021 Honda CR-V Sunroof| Auto Start| Apple Car Play| Android Auto| for sale in Vaughan, ON",2021,2021 Honda CR-V,Honda,Crystal Black Pearl,Sedan,Used,34995,37262.0,Maple Honda,Vaughan,ON,https://www.carpages.ca/used-cars/ontario/vaughan/2021-honda-cr-v-10787133/,https://images.carpages.ca/inventory/10787133.387814161?w=320&h=240&q=75&s=ca3c42c8b8698414d39c46a64a64ee59
29,"Used 2013 Chevrolet Cruze LT for sale in Toronto, ON",2013,2013 Chevrolet Cruze,Chevrolet,Gray,Sedan,Used,7450,187000.0,Auto Cross Inc.,Toronto,ON,https://www.carpages.ca/used-cars/ontario/toronto/2013-chevrolet-cruze-10787055/,https://images.carpages.ca/inventory/10787055.387704877?w=320&h=240&q=75&s=ad51077fbcb52a03d6f79f312cf7e2b7
30,"Used 2015 Hyundai Accent GL 1.6L/ONE OWNER/NO ACCIDENTS/LOW KMS/CERTIFIED for sale in Cambridge, ON",2015,2015 Hyundai Accent,Hyundai,Brown,Sedan,Used,13990,64000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2015-hyundai-accent-10786926/,https://images.carpages.ca/inventory/10786926.387702589?w=320&h=240&q=75&s=b1779a65f1bbad122a7ada395476799b
31,"Used 2019 Kia Rio LX+ 1.6L/NO ACCIDENTS/FULLY LOADED/CERTIFIED for sale in Cambridge, ON",2019,2019 Kia Rio,Kia,Blue,Sedan,Used,13990,181000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2019-kia-rio-10786923/,https://images.carpages.ca/inventory/10786923.387702543?w=320&h=240&q=75&s=f69d9b3d534593391bd47e6f3e9a8c8c
32,"Used 2015 Nissan Altima 2.5L/SUNROOF/REAR CAMERA/REMOTE STARTER/CERTIFIED for sale in Cambridge, ON",2015,2015 Nissan Altima,Nissan,Silver,Sedan,Used,13290,142000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2015-nissan-altima-10786917/,https://images.carpages.ca/inventory/10786917.387702405?w=320&h=240&q=75&s=7b5d0fc60f12de9e9aea1293c2708ed0
33,"Used 2015 Nissan Altima SV 2.5L/ONE OWNER/NO ACCIDENTS/CERTIFIED for sale in Cambridge, ON",2015,2015 Nissan Altima,Nissan,Grey,Sedan,Used,13290,145000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2015-nissan-altima-10786914/,https://images.carpages.ca/inventory/10786914.387702351?w=320&h=240&q=75&s=d369e7fc33ec2c3007272eb5c60f2c63
34,"Used 2012 Ford Fusion SE 2.5L/ONE OWNER/WARRANTY INCLUDED/CERTIFIED for sale in Cambridge, ON",2012,2012 Ford Fusion,Ford,Silver,Sedan,Used,9490,127000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2012-ford-fusion-10786893/,https://images.carpages.ca/inventory/10786893.387701883?w=320&h=240&q=75&s=120d30ba2c0f509cc448107d65654bf5
35,"Used 2010 Ford Fusion SEL 3L -SUNROOF/CERTIFIED/NEW BRAKES/NEW TIRES for sale in Cambridge, ON",2010,2010 Ford Fusion,Ford,Grey,Sedan,Used,6990,165000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2010-ford-fusion-10786890/,https://images.carpages.ca/inventory/10786890.387701811?w=320&h=240&q=75&s=352b593c0c1a55c311ed10704a7d3805
36,"Used 2013 Kia Rio SX LIMITED 1.6L/GPS/SUNROOF/NO ACCIDENTS/CERTIFIED for sale in Cambridge, ON",2013,2013 Kia Rio,Kia,Black,Sedan,Used,6790,230000.0,A&S Prestige Auto Sales,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2013-kia-rio-10786885/,https://images.carpages.ca/inventory/10786885.387701682?w=320&h=240&q=75&s=d7af2aebac17ae8b8def7343197527e6
37,"Used 2016 Kia Rondo  for sale in Kitchener, ON",2016,2016 Kia Rondo,Kia,Black,Sedan,Used,12999,107216.0,Kitchener KIA,Kitchener,ON,https://www.carpages.ca/used-cars/ontario/kitchener/2016-kia-rondo-10786875/,https://images.carpages.ca/inventory/10786875.387701307?w=320&h=240&q=75&s=220b3dc4e460e9a24d252c15db139bf8
38,"Used 2020 Kia Forte EX for sale in Charlottetown, PE",2020,2020 Kia Forte,Kia,Silver,Sedan,Used,23495,60857.0,Discover Kia,Charlottetown,PE,https://www.carpages.ca/used-cars/prince-edward-island/charlottetown/2020-kia-forte-10786818/,https://images.carpages.ca/inventory/10786818.387700965?w=320&h=240&q=75&s=15d9b7325e2fcf2d9a1112371c183e6d
39,"Used 2005 Audi A8 4.2 V8**RUNS GREAT**ONLY 193KMS**AS IS SPECIAL for sale in London, ON",2005,2005 Audi A8,Audi,Black,Sedan,Used,3995,193030.0,Tiger Auto Sales Ltd.,London,ON,https://www.carpages.ca/used-cars/ontario/london/2005-audi-a8-10786704/,https://images.carpages.ca/inventory/10786704.387700281?w=320&h=240&q=75&s=5095829db1e665bd21cc5780e04bbbe8
40,"Used 2018 Subaru WRX STI  - Aluminum Wheels -  Heated Seats for sale in Midland, ON",2018,2018 Subaru WRX,Subaru,7x,Sedan,Used,36008,90628.0,Bourgeois Midland Hyundai,Midland,ON,https://www.carpages.ca/used-cars/ontario/midland/2018-subaru-wrx-10786695/,https://images.carpages.ca/inventory/10786695.388046058?w=320&h=240&q=75&s=eaa04c44bf01522ec199976e684b19b6
41,"Used 2016 Hyundai Elantra Sport  - Sunroof -  Bluetooth for sale in Midland, ON",2016,2016 Hyundai Elantra,Hyundai,WINDY SEA BLUE,Sedan,Used,13008,154872.0,Bourgeois Midland Hyundai,Midland,ON,https://www.carpages.ca/used-cars/ontario/midland/2016-hyundai-elantra-10786689/,https://images.carpages.ca/inventory/10786689.387904374?w=320&h=240&q=75&s=e6e2c922d768f701b734c11008ae6937
42,"Used 2017 Audi A4 2.0T  Sequential Lighting | Winter Tires | Sunroof for sale in Midland, ON",2017,2017 Audi A4,Audi,Black,Sedan,Used,26988,76576.0,Bourgeois Nissan,Midland,ON,https://www.carpages.ca/used-cars/ontario/midland/2017-audi-a4-10786686/,https://images.carpages.ca/inventory/10786686.387904131?w=320&h=240&q=75&s=4350ab484a1ecf725b59fe2ef80e0407
43,"Used 2016 Mercedes-Benz C-Class C 450 AMG 4matic for sale in Sudbury, ON",2016,2016 Mercedes-Benz C-Class,Mercedes-Benz,White,Sedan,Used,30650,65505.0,Mercedes-Benz of Sudbury,Sudbury,ON,https://www.carpages.ca/used-cars/ontario/sudbury/2016-mercedes-benz-c-class-10786674/,https://images.carpages.ca/inventory/10786674.387699108?w=320&h=240&q=75&s=18538256aaecffb6f01bf49ddedb8451
44,"Used 2017 BMW 3 Series 340i xDrive  No Accident M// Harman Kardon Sunroof Navigation for sale in Mississauga, ON",2017,2017 BMW 3 Series,BMW,Black,Sedan,Used,27995,152620.0,Tabangi Motors,Mississauga,ON,https://www.carpages.ca/used-cars/ontario/mississauga/2017-bmw-3-series-10786665/,https://images.carpages.ca/inventory/10786665.387697983?w=320&h=240&q=75&s=5134957909d03bf75be976a764ea3bfc
45,"Used 2021 Toyota Camry SE  No Accident Carplay Lane Assist Leather for sale in Mississauga, ON",2021,2021 Toyota Camry,Toyota,Grey,Sedan,Used,24995,78484.0,Tabangi Motors,Mississauga,ON,https://www.carpages.ca/used-cars/ontario/mississauga/2021-toyota-camry-10786662/,https://images.carpages.ca/inventory/10786662.387697911?w=320&h=240&q=75&s=d345a094d2820fcd8db01609332305c5
46,"Used 2021 Volkswagen Jetta Execline  No Accident Navigation Leather Panoramic Roof for sale in Mississauga, ON",2021,2021 Volkswagen Jetta,Volkswagen,White,Sedan,Used,26995,59805.0,Tabangi Motors,Mississauga,ON,https://www.carpages.ca/used-cars/ontario/mississauga/2021-volkswagen-jetta-10786656/,https://images.carpages.ca/inventory/10786656.387697524?w=320&h=240&q=75&s=739194239b9eceb03cac59c649003808
47,"Used 2021 Mercedes-Benz C-Class 300   No Accident AMG 360CAM Panoramic Roof for sale in Mississauga, ON",2021,2021 Mercedes-Benz C-Class,Mercedes-Benz,White,Sedan,Used,40995,49897.0,Tabangi Motors,Mississauga,ON,https://www.carpages.ca/used-cars/ontario/mississauga/2021-mercedes-benz-c-class-10786653/,https://images.carpages.ca/inventory/10786653.387697278?w=320&h=240&q=75&s=64172ddd8170e19c3226c947c0c89c38
48,"Used 2022 Toyota Camry SE for sale in Cayuga, ON",2022,2022 Toyota Camry,Toyota,Gray,Sedan,Used,29995,75834.0,Haldimand Motors Ltd.,Cayuga,ON,https://www.carpages.ca/used-cars/ontario/cayuga/2022-toyota-camry-10786623/,https://images.carpages.ca/inventory/10786623.387696951?w=320&h=240&q=75&s=64a3dad538a5051b6d01f8aa74082784
49,"Used 2022 Toyota Corolla LE for sale in Cayuga, ON",2022,2022 Toyota Corolla,Toyota,White,Sedan,Used,28995,44956.0,Haldimand Motors Ltd.,Cayuga,ON,https://www.carpages.ca/used-cars/ontario/cayuga/2022-toyota-corolla-10786620/,https://images.carpages.ca/inventory/10786620.387696939?w=320&h=240&q=75&s=32a5376eb8e9fd34eb31963057ee6b2e